time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
12.519144,-0.0373,0.0464,-0.0445,0.074
12.529889,-0.0292,0.0414,-0.0767,0.092
12.540276,-0.0428,0.0460,-0.0399,0.074
12.550774,-0.0519,0.0460,0.0175,0.071
12.559427,-0.0766,0.0486,0.0715,0.116
12.569502,-0.0687,0.0607,0.0968,0.133
12.580597,-0.0586,0.0586,0.0739,0.111
12.591980,-0.0720,0.0467,0.0233,0.089
12.606790,-0.0846,0.0346,-0.0024,0.091
12.617851,-0.0883,0.0537,0.0168,0.105
12.627106,-0.0868,0.0539,0.0568,0.117
12.632265,-0.0874,0.0588,0.0896,0.138
12.640026,-0.0582,0.0543,0.0976,0.126
12.650059,-0.0171,0.0521,0.0819,0.099
12.660368,-0.0282,0.0546,0.0313,0.069
12.671608,-0.0678,0.0617,-0.0065,0.092
12.682797,-0.0899,0.0927,-0.0085,0.129
12.693617,-0.1075,0.0855,0.0205,0.139
12.705061,-0.1532,0.0665,0.0294,0.170
12.716438,-0.1460,0.0737,0.0290,0.166
12.727179,-0.1159,0.0666,0.0478,0.142
12.730650,-0.0857,0.0571,0.0640,0.121
12.743721,-0.0540,0.0405,0.0870,0.110
12.751462,-0.0418,0.0336,0.0906,0.105
12.761391,-0.0505,0.0051,0.0796,0.094
12.773337,-0.0307,-0.0210,0.0615,0.072
12.783597,-0.0350,-0.0231,0.0628,0.076
12.795966,-0.0369,-0.0132,0.0752,0.085
12.805509,-0.0241,0.0181,0.1025,0.107
12.819056,-0.0165,0.0160,0.1058,0.108
12.827618,-0.0068,0.0139,0.0659,0.068
12.830311,-0.0376,0.0426,0.0206,0.060
12.845282,-0.0469,0.0689,0.0038,0.083
12.853639,-0.0602,0.0953,0.0108,0.113
12.861385,-0.1394,0.1120,0.0016,0.179
12.872087,-0.1971,0.1358,-0.0120,0.240
12.884489,-0.2204,0.1358,0.0023,0.259
12.896367,-0.2030,0.1120,0.0352,0.235
12.907072,-0.1433,0.0977,0.0802,0.191
12.917234,-0.0864,0.0668,0.0816,0.136
12.928218,-0.0689,0.0286,0.0546,0.092
12.943929,-0.0392,0.0097,0.0533,0.067
12.944398,-0.0240,0.0052,0.0710,0.075
12.953728,-0.0279,0.0103,0.0883,0.093
12.962068,-0.0441,0.0201,0.0755,0.090
12.973292,-0.0528,0.0394,0.0673,0.094
12.996314,-0.0522,0.0491,0.0761,0.105
12.998443,-0.0793,0.0660,0.0657,0.122
13.002752,-0.1066,0.0829,0.0506,0.144
13.012567,-0.1316,0.0950,0.0502,0.170
13.023290,-0.1083,0.0999,0.0495,0.155
13.032864,-0.1001,0.0975,0.0373,0.145
13.042920,-0.1220,0.1119,0.0157,0.166
13.052083,-0.1418,0.1311,0.0396,0.197
13.064374,-0.1519,0.1311,0.0395,0.205
13.074225,-0.1496,0.1072,0.0301,0.186
13.084730,-0.1189,0.0857,0.0178,0.148
13.094480,-0.0674,0.0667,0.0339,0.101
13.108900,-0.0385,0.0453,0.0663,0.089
13.121020,-0.0096,0.0242,0.1051,0.108
13.135203,-0.0074,0.0245,0.1318,0.134
13.136586,0.0069,0.0200,0.1159,0.118
13.151267,0.0022,0.0394,0.1099,0.117
13.156792,0.0161,0.0493,0.0987,0.111
13.162894,-0.0242,0.0590,0.0499,0.081
13.173635,-0.0878,0.0758,0.0042,0.116
13.184010,-0.0844,0.0783,0.0039,0.115
13.194967,-0.0782,0.0808,0.0273,0.116
13.206829,-0.0601,0.0784,0.0175,0.100
13.218072,-0.0403,0.0664,0.0036,0.078
13.229463,-0.0279,0.0639,-0.0126,0.071
13.243141,0.0011,0.0542,-0.0216,0.058
13.243664,0.0196,0.0684,-0.0374,0.080
13.254353,0.0447,0.0705,-0.0576,0.101
13.267888,0.0652,0.0559,-0.0755,0.114
13.276503,0.0518,0.0531,-0.1043,0.128
13.286847,0.0442,0.0552,-0.0929,0.117
13.294512,0.0341,0.0526,-0.0586,0.086
13.305619,0.0262,0.0478,-0.0033,0.055
13.318879,0.0348,0.0336,0.0318,0.058
13.330093,0.0290,0.0170,0.0402,0.052
13.346370,0.0373,0.0052,0.0512,0.064
13.346882,0.0620,0.0126,0.0595,0.087
13.354679,0.0751,0.0177,0.0677,0.103
13.365848,0.0624,0.0225,0.0411,0.078
13.375690,0.0501,0.0297,0.0336,0.067
13.385838,0.0354,0.0298,0.0284,0.054
13.396142,0.0490,0.0394,0.0018,0.063
13.405711,0.0485,0.0512,-0.0545,0.089
13.418725,0.0499,0.0628,-0.0885,0.119
13.433292,0.0093,0.0529,-0.0918,0.106
13.439637,-0.1128,0.0526,-0.0733,0.144
13.446489,-0.0334,0.0956,-0.0536,0.115
13.454817,0.0469,0.1003,-0.0389,0.117
13.465819,0.0505,0.0954,-0.0261,0.111
13.475135,0.0406,0.0760,-0.0251,0.090
13.485834,0.0445,0.0592,-0.0077,0.074
13.496856,0.0812,0.0520,0.0351,0.103
13.505786,0.1080,0.0426,0.0678,0.134
13.524657,0.1183,0.0427,0.0813,0.150
13.526379,0.0880,0.0382,0.0821,0.126
13.546720,0.0444,0.0385,0.0951,0.112
13.547435,0.0252,0.0508,0.1385,0.150
13.555233,0.0108,0.0632,0.1505,0.164
13.565784,0.0079,0.0779,0.1202,0.143
13.575504,0.0192,0.0566,0.0710,0.093
13.585694,0.0422,0.0352,0.0391,0.067
13.595478,0.0675,0.0400,0.0076,0.079
13.605364,0.0946,0.0352,-0.0113,0.102
13.624775,0.1228,0.0183,-0.0391,0.130
13.625985,0.1363,0.0060,-0.0638,0.151
13.644606,0.1400,0.0175,-0.0899,0.167
13.650851,0.1116,0.0361,-0.1278,0.174
13.658278,0.0623,0.0619,-0.1419,0.167
13.666588,0.0163,0.0925,-0.1512,0.178
13.677730,-0.0288,0.1304,-0.1394,0.193
13.687942,-0.0445,0.1373,-0.1160,0.185
13.697726,-0.0323,0.1418,-0.0932,0.173
13.708395,0.0012,0.1272,-0.0797,0.150
13.719864,0.0318,0.0984,-0.0599,0.119
13.735109,0.0739,0.0695,-0.0449,0.111
13.745306,0.1190,0.0335,-0.0277,0.127
13.752634,0.1324,0.0096,-0.0061,0.133
13.759107,0.1253,0.0120,0.0130,0.127
13.770680,0.1282,0.0218,0.0455,0.138
13.777924,0.1209,0.0196,0.0631,0.138
13.787941,0.0954,0.0246,0.0812,0.128
13.797858,0.0731,0.0296,0.0824,0.114
13.808150,0.0365,0.0465,0.0721,0.093
13.817995,0.0501,0.0682,0.0710,0.110
13.832031,0.0800,0.0778,0.0446,0.120
13.839301,0.0480,0.0680,-0.0427,0.094
13.848089,0.0287,0.0629,-0.1151,0.134
13.859475,0.0356,0.0721,-0.1276,0.151
13.871147,0.0375,0.0718,-0.1161,0.142
13.882252,0.0438,0.0787,-0.0933,0.130
13.888890,0.0597,0.0808,-0.0845,0.131
13.898764,0.0586,0.0830,-0.0857,0.133
13.909882,0.0603,0.0780,-0.0867,0.131
13.925411,0.0621,0.0706,-0.0593,0.111
13.945551,0.0872,0.0513,-0.0154,0.102
13.946258,0.1143,0.0418,0.0227,0.124
13.951873,0.1100,0.0321,-0.0006,0.115
13.958577,0.1009,0.0223,-0.0568,0.118
13.970594,0.0921,0.0268,-0.0650,0.116
13.982251,0.0834,0.0553,-0.0424,0.109
13.989497,0.0814,0.0577,-0.0327,0.105
13.999608,0.0471,0.0648,-0.0320,0.086
14.009331,0.0232,0.0718,-0.0336,0.083
14.020590,0.0299,0.0861,-0.0306,0.096
14.040021,0.0456,0.0860,-0.0326,0.103
14.040723,0.0495,0.0905,-0.0552,0.117
14.049650,0.0535,0.0807,-0.0730,0.121
14.060295,0.0481,0.0852,-0.0784,0.125
14.071885,0.0450,0.0729,-0.0742,0.113
14.082790,0.0420,0.0441,-0.0377,0.072
14.089732,0.0407,0.0537,0.0004,0.067
14.100438,0.0514,0.0467,0.0565,0.090
14.110365,0.0624,0.0421,0.0746,0.106
14.121417,0.0961,0.0281,0.0659,0.120
14.143400,0.1201,0.0138,0.0342,0.126
14.144265,0.1496,-0.0005,-0.0042,0.150
14.150089,0.1509,0.0113,-0.0341,0.155
14.159749,0.1197,0.0206,-0.0615,0.136
14.172277,0.1034,0.0274,-0.0835,0.136
14.183211,0.0966,0.0414,-0.0957,0.142
14.194108,0.0991,0.0315,-0.0984,0.143
14.200931,0.0811,0.0335,-0.1057,0.137
14.210913,0.0666,0.0210,-0.1051,0.126
14.221092,0.0604,0.0374,-0.0886,0.114
14.240562,0.0666,0.0395,-0.0466,0.090
14.241125,0.0580,0.0323,-0.0082,0.067
14.250514,0.0425,0.0322,-0.0172,0.056
14.260886,0.0465,0.0370,-0.0431,0.073
14.272471,0.0714,0.0295,-0.0630,0.100
14.285036,0.0841,0.0195,-0.0871,0.123
14.295826,0.0710,0.0167,-0.1207,0.141
14.303549,0.0554,0.0283,-0.1185,0.134
14.309983,0.0568,0.0232,-0.0880,0.107
14.320567,0.0344,0.0303,-0.0467,0.065
14.330187,0.0201,0.0374,-0.0128,0.044
14.341204,0.0343,0.0326,-0.0127,0.049
14.350435,0.0618,0.0397,-0.0194,0.076
14.360942,0.0746,0.0396,-0.0262,0.088
14.371386,0.0712,0.0443,-0.0350,0.091
14.382623,0.0350,0.0657,-0.0556,0.093
14.391406,0.0059,0.0679,-0.0333,0.076
14.402815,-0.0031,0.0751,-0.0116,0.076
14.419235,0.0087,0.0679,-0.0065,0.069
14.421034,0.0228,0.0440,0.0051,0.050
14.430313,0.0129,0.0273,0.0074,0.031
14.440762,0.0083,0.0298,0.0353,0.047
14.451610,0.0016,0.0324,0.0771,0.084
14.460122,-0.0080,0.0184,0.0897,0.092
14.470771,0.0085,0.0162,0.0836,0.086
14.482414,0.0200,0.0260,0.0798,0.086
14.493598,0.0149,0.0404,0.0414,0.060
14.500457,-0.0179,0.0549,0.0265,0.063
14.510447,-0.0439,0.0716,0.0193,0.086
14.524002,-0.0382,0.0860,0.0239,0.097
14.535849,-0.0018,0.1028,0.0140,0.104
14.545813,-0.0135,0.0813,-0.0004,0.082
14.553013,-0.0275,0.0644,-0.0234,0.074
14.561620,-0.0314,0.0522,-0.0178,0.064
14.571754,-0.0213,0.0618,-0.0056,0.066
14.583138,-0.0187,0.0545,0.0113,0.059
14.593810,-0.0208,0.0570,0.0398,0.073
14.604989,-0.0489,0.0427,0.0444,0.079
14.613018,-0.0502,0.0595,0.0534,0.094
14.622138,-0.0324,0.0572,0.0551,0.086
14.633966,-0.0229,0.0429,0.0357,0.060
14.655628,-0.0535,0.0383,0.0278,0.071
14.656787,-0.0479,0.0359,0.0155,0.062
14.664005,-0.0309,0.0310,-0.0054,0.044
14.673203,-0.0069,0.0358,-0.0005,0.036
14.683915,-0.0067,0.0309,-0.0002,0.032
14.695533,-0.0327,0.0381,0.0044,0.050
14.706446,-0.0630,0.0430,0.0113,0.077
14.718088,-0.0594,0.0429,0.0210,0.076
14.723989,-0.0398,0.0430,0.0422,0.072
14.739606,-0.0483,0.0550,0.0491,0.088
14.750187,-0.0568,0.0600,0.0410,0.092
14.756628,-0.0631,0.0695,0.0482,0.106
14.763555,-0.0670,0.0745,0.0661,0.120
14.773401,-0.0776,0.0650,0.0633,0.119
14.784439,-0.0641,0.0436,0.0532,0.094
14.795637,-0.0491,0.0460,0.0409,0.079
14.806847,-0.0321,0.0341,0.0454,0.065
14.817908,-0.0363,0.0223,0.0685,0.081
14.824566,-0.0520,0.0201,0.0817,0.099
14.834363,-0.1261,0.0012,0.0681,0.143
14.851797,-0.1310,0.0540,0.0267,0.144
14.858377,-0.1126,0.0850,-0.0017,0.141
14.865687,-0.1111,0.1089,-0.0062,0.156
14.875790,-0.1121,0.1040,-0.0057,0.153
14.884502,-0.1434,0.0945,-0.0129,0.172
14.895071,-0.1645,0.0799,-0.0358,0.186
14.906223,-0.0983,0.0750,-0.0230,0.126
14.918046,-0.0703,0.0606,-0.0061,0.093
14.925156,-0.0336,0.0510,0.0156,0.063
14.942905,-0.0278,0.0128,0.0152,0.034
14.951095,-0.0111,-0.0112,0.0176,0.024
14.957809,0.0058,0.0056,0.0150,0.017
14.965315,0.0414,0.0320,0.0312,0.061
14.974676,0.0666,0.0441,0.0354,0.087
14.985086,0.0558,0.0514,0.0634,0.099
14.995751,0.0337,0.0564,0.1008,0.120
15.007756,0.0167,0.0662,0.1401,0.156
15.018231,-0.0162,0.0428,0.2181,0.223
15.035706,-0.0439,0.0410,0.2460,0.253
15.037709,-0.0545,0.0344,0.2166,0.226
15.062700,-0.0204,0.0468,0.1828,0.190
15.065798,-0.0085,0.0520,0.1690,0.177
15.067865,-0.0041,0.0548,0.1807,0.189
15.075714,-0.0020,0.0480,0.1788,0.185
15.089618,-0.0204,0.0628,0.1525,0.166
15.097460,-0.0322,0.0510,0.0918,0.110
15.107407,-0.0315,0.0582,0.0530,0.085
15.123916,-0.0405,0.0774,0.0292,0.092
15.125907,-0.0371,0.0749,0.0294,0.089
15.135506,-0.0337,0.0751,0.0287,0.087
15.144738,-0.0331,0.0536,0.0260,0.068
15.155520,-0.0371,0.0321,0.0448,0.066
15.165433,-0.0407,0.0155,0.0656,0.079
15.176656,-0.0235,0.0229,0.0644,0.072
15.185619,-0.0139,0.0253,0.0209,0.036
15.195704,0.0003,0.0469,-0.0149,0.049
15.207356,0.0093,0.0707,-0.0476,0.086
15.220371,0.0142,0.0777,-0.0445,0.091
15.236743,-0.0074,0.0777,-0.0086,0.079
15.238041,-0.0383,0.0754,0.0340,0.091
15.252447,-0.1111,0.0708,0.0522,0.142
15.258989,-0.1473,0.0852,0.0517,0.178
15.266367,-0.1362,0.0949,0.0534,0.174
15.277401,-0.1060,0.0951,0.0643,0.156
15.296997,-0.0575,0.0761,0.0805,0.125
15.299351,-0.0235,0.0571,0.0797,0.101
15.306735,-0.0090,0.0333,0.0500,0.061
15.316332,0.0261,0.0310,0.0282,0.049
15.328106,0.0416,0.0096,0.0440,0.061
15.337558,0.0286,-0.0189,0.0619,0.071
15.353541,0.0278,-0.0162,0.0508,0.060
15.359219,0.0220,-0.0183,0.0446,0.053
15.366778,0.0103,-0.0157,0.0598,0.063
15.377530,-0.0045,-0.0011,0.0705,0.071
15.388251,0.0170,0.0326,0.0693,0.078
15.397433,0.0098,0.0497,0.0703,0.087
15.407864,-0.0563,0.0403,0.0502,0.085
15.419434,-0.1472,0.0617,-0.0045,0.160
15.430964,-0.1362,0.0974,-0.0729,0.183
15.446173,-0.1368,0.1284,-0.0816,0.205
15.454194,-0.1946,0.1522,-0.0499,0.252
15.459729,-0.2113,0.1641,-0.0043,0.268
15.467569,-0.2013,0.1451,0.0478,0.253
15.477880,-0.1658,0.1165,0.0832,0.219
15.487897,-0.1117,0.0831,0.0827,0.162
15.499066,-0.0581,0.0426,0.1055,0.128
15.508505,-0.0214,0.0167,0.1225,0.125
15.519622,-0.0163,0.0170,0.1109,0.113
15.530419,-0.0160,0.0173,0.1259,0.128
15.549099,-0.0255,0.0177,0.1264,0.130
15.550692,-0.0442,0.0228,0.0935,0.106
15.566677,-0.0579,0.0278,0.0661,0.092
15.573747,-0.0594,0.0447,0.0343,0.082
15.580471,-0.0512,0.0638,0.0154,0.083
15.588729,-0.0361,0.0830,0.0175,0.092
15.601201,-0.0243,0.0807,0.0266,0.088
15.613214,-0.0355,0.0855,-0.0093,0.093
15.623339,-0.0401,0.0997,-0.0419,0.115
15.635883,-0.0510,0.1089,-0.0642,0.136
15.641020,-0.0667,0.1063,-0.0654,0.142
15.656313,-0.0489,0.1084,-0.0472,0.128
15.661891,-0.0294,0.0868,-0.0132,0.093
15.669366,-0.0289,0.0629,0.0178,0.071
15.679722,-0.0402,0.0535,0.0506,0.084
15.690234,-0.0566,0.0632,0.0808,0.117
15.701538,-0.0487,0.0827,0.1078,0.144
15.712259,-0.0571,0.0590,0.1279,0.152
15.723538,-0.1080,0.0735,0.1006,0.165
15.735820,-0.1041,0.0975,0.0476,0.150
15.757017,-0.0958,0.1214,0.0145,0.155
15.757746,-0.0849,0.1166,0.0218,0.146
15.763370,-0.0649,0.1071,0.0454,0.133
15.770255,-0.0423,0.0856,0.0406,0.104
15.779751,-0.0256,0.0784,0.0238,0.086
15.790438,-0.0067,0.0544,0.0024,0.055
15.801692,0.0142,0.0376,-0.0353,0.053
15.812798,0.0420,0.0325,-0.0603,0.080
15.824094,0.0760,0.0276,-0.0499,0.095
15.834063,0.0581,0.0370,-0.0488,0.084
15.840416,0.0501,0.0511,-0.0644,0.096
15.849749,0.0657,0.0675,-0.0721,0.119
15.860094,0.0626,0.0649,-0.0492,0.103
15.870057,0.0402,0.0816,-0.0250,0.094
15.881746,0.0229,0.0768,0.0061,0.080
15.891432,0.0300,0.0624,0.0277,0.075
15.902570,0.0487,0.0648,0.0251,0.085
15.911607,0.0644,0.0601,0.0081,0.088
15.924637,0.0702,0.0552,0.0109,0.090
15.942213,0.0759,0.0409,0.0347,0.093
15.943649,0.0696,0.0268,0.0597,0.095
15.959965,0.0609,0.0269,0.0589,0.089
15.960582,0.0643,0.0246,0.0372,0.078
15.970205,0.0869,0.0437,0.0254,0.100
15.981076,0.0806,0.0342,0.0227,0.090
15.991150,0.0648,0.0199,0.0079,0.068
16.002138,0.0470,0.0294,-0.0419,0.070
16.011794,0.0717,0.0435,-0.0694,0.109
16.020474,0.0982,0.0408,-0.0747,0.130
16.037520,0.0893,0.0476,-0.0705,0.123
16.057567,0.0619,0.0594,-0.0766,0.115
16.058133,0.0751,0.0903,-0.0538,0.129
16.064214,0.0149,0.0637,-0.0478,0.081
16.070956,-0.0369,0.0397,-0.0495,0.073
16.080482,-0.0270,0.0585,-0.0600,0.088
16.090669,0.0088,0.0917,-0.0869,0.127
16.101406,0.0388,0.0987,-0.0904,0.139
16.112761,0.0361,0.0959,-0.0838,0.132
16.124087,0.0469,0.1006,-0.0640,0.128
16.135337,0.0037,0.0908,-0.0509,0.104
16.144858,-0.0103,0.0715,-0.0191,0.075
16.152618,0.0092,0.0596,0.0213,0.064
16.160987,-0.0002,0.0215,0.0633,0.067
16.172357,0.0298,0.0002,0.0432,0.052
16.181695,0.0996,0.0121,-0.0210,0.103
16.192275,0.1561,0.0118,-0.0648,0.169
16.202554,0.1525,0.0068,-0.0850,0.175
16.213658,0.1499,-0.0007,-0.0717,0.166
16.224862,0.1354,-0.0057,-0.0656,0.151
16.238014,0.0929,0.0276,-0.0570,0.112
16.258187,0.0307,0.0703,-0.0697,0.104
16.258995,-0.0194,0.0942,-0.0453,0.106
16.263929,-0.0499,0.1277,0.0048,0.137
16.272987,-0.0498,0.1252,0.0029,0.135
16.283073,-0.0448,0.1371,-0.0089,0.145
16.293394,-0.0046,0.1204,-0.0113,0.121
16.310515,0.0281,0.0988,0.0085,0.103
16.320293,0.0581,0.0725,0.0487,0.105
16.326452,0.1208,0.0321,0.0711,0.144
16.332515,0.1487,0.0013,0.0625,0.161
16.345932,0.1574,-0.0082,0.0380,0.162
16.352463,0.1448,-0.0056,0.0275,0.147
16.363667,0.1276,0.0183,0.0298,0.132
16.377270,0.1132,0.0232,0.0319,0.120
16.388050,0.0757,0.0375,0.0155,0.086
16.393292,0.0278,0.0517,-0.0265,0.064
16.403616,0.0132,0.0778,-0.0567,0.097
16.414739,0.0038,0.0729,-0.0629,0.096
16.425950,0.0159,0.0774,-0.0857,0.117
16.435356,0.0485,0.0819,-0.1221,0.155
16.443612,0.0597,0.0622,-0.1502,0.173
16.454021,0.0588,0.0688,-0.1543,0.179
16.465978,0.0676,0.0924,-0.1498,0.189
16.477225,0.0692,0.0992,-0.1191,0.170
16.484401,0.0537,0.1013,-0.1007,0.153
16.493997,0.0665,0.0747,-0.1085,0.148
16.504441,0.1024,0.0336,-0.1135,0.157
16.514203,0.1264,-0.0002,-0.1353,0.185
16.532033,0.1516,0.0112,-0.1492,0.213
16.547302,0.1654,0.0013,-0.1230,0.206
16.547831,0.1411,0.0226,-0.0618,0.156
16.554621,0.1031,0.0538,0.0095,0.117
16.565039,0.0619,0.0682,0.0427,0.102
16.576440,0.0300,0.0827,0.0513,0.102
16.588972,-0.0012,0.0996,0.0650,0.119
16.595552,-0.0250,0.0902,0.0736,0.119
16.605803,-0.0291,0.0857,0.0818,0.122
16.615571,-0.0244,0.0858,0.0812,0.121
16.627512,0.0112,0.0549,0.0680,0.088
16.647271,0.0512,0.0358,0.0485,0.079
16.647924,0.0856,0.0288,0.0477,0.102
16.655653,0.1263,0.0218,0.0278,0.131
16.666140,0.1674,0.0002,0.0040,0.167
16.677690,0.1938,-0.0045,-0.0105,0.194
16.688674,0.2090,-0.0140,-0.0202,0.210
16.695302,0.1744,-0.0142,-0.0526,0.183
16.705514,0.1329,0.0095,-0.0702,0.151
16.715824,0.0967,0.0210,-0.1055,0.145
16.733476,0.0478,0.0324,-0.1314,0.143
16.765176,0.0232,0.0535,-0.1524,0.163
16.765940,0.0203,0.0601,-0.1637,0.176
16.766357,0.0269,0.0524,-0.1609,0.171
16.766678,0.0567,0.0376,-0.1483,0.163
16.774833,0.0879,0.0250,-0.1519,0.177
16.789509,0.1330,0.0172,-0.1603,0.209
16.795792,0.1578,0.0286,-0.1686,0.233
16.805648,0.1574,0.0137,-0.1584,0.224
16.816246,0.1102,0.0062,-0.1441,0.182
16.828064,0.0748,0.0177,-0.1295,0.151
16.852892,0.0454,0.0341,-0.0870,0.104
16.853623,0.0237,0.0437,-0.0150,0.052
16.859683,-0.0026,0.0317,0.0230,0.039
16.867319,-0.0099,0.0200,0.0506,0.055
16.877192,0.0045,0.0202,0.0683,0.071
16.891710,0.0232,0.0277,0.0906,0.098
16.896167,0.0299,0.0135,0.0895,0.095
16.906213,0.0366,0.0161,0.0692,0.080
16.917673,0.0500,0.0234,0.0282,0.062
16.927492,0.0536,0.0259,0.0110,0.060
16.943632,0.0528,0.0474,0.0204,0.074
16.954694,0.0406,0.0571,0.0295,0.076
16.961341,0.0213,0.0572,0.0265,0.067
16.969058,-0.0053,0.0692,0.0119,0.070
16.978123,-0.0220,0.0644,-0.0164,0.070
16.989979,-0.0264,0.0618,-0.0489,0.083
17.001054,-0.0047,0.0615,-0.0522,0.081
17.007636,0.0095,0.0374,-0.0655,0.076
17.018230,0.0164,0.0418,-0.0873,0.098
17.029140,0.0117,0.0463,-0.0880,0.100
17.047970,0.0041,0.0484,-0.0648,0.081
17.048903,-0.0077,0.0388,-0.0310,0.050
17.057829,-0.0213,0.0411,-0.0207,0.051
17.067496,-0.0163,0.0339,-0.0136,0.040
17.078637,-0.0234,0.0338,-0.0224,0.047
17.089676,-0.0532,0.0480,-0.0149,0.073
17.100973,-0.0714,0.0695,0.0092,0.100
17.107943,-0.0754,0.0911,0.0282,0.122
17.118692,-0.0723,0.0935,0.0422,0.126
17.145530,-0.0642,0.0888,0.0369,0.116
17.147832,-0.0541,0.0841,0.0318,0.105
17.149563,-0.0465,0.0770,0.0362,0.097
17.156889,-0.0293,0.0699,0.0449,0.088
17.174086,-0.0193,0.0749,0.0608,0.098
17.177860,-0.0194,0.0583,0.0862,0.106
17.187837,-0.0286,0.0346,0.0850,0.096
17.200469,-0.0190,0.0275,0.0746,0.082
17.212656,-0.0285,0.0372,0.0691,0.083
17.223834,-0.0443,0.0351,0.0844,0.102
17.229396,-0.0742,0.0401,0.1021,0.132
17.239236,-0.0753,0.0523,0.0744,0.118
17.249571,-0.0841,0.0619,0.0240,0.107
17.278297,-0.1112,0.0761,-0.0182,0.136
17.279261,-0.1216,0.0784,-0.0298,0.148
17.279766,-0.1150,0.0759,-0.0221,0.140
17.289009,-0.1152,0.0638,-0.0143,0.132
17.301168,-0.0948,0.0661,-0.0261,0.119
17.312326,-0.0810,0.0540,-0.0466,0.108
17.324635,-0.0628,0.0417,-0.0521,0.092
17.331437,-0.0500,0.0535,-0.0416,0.084
17.338831,-0.0355,0.0748,-0.0475,0.095
17.351160,-0.0491,0.0650,-0.0632,0.103
17.387861,-0.0620,0.0529,-0.0480,0.095
17.388871,-0.0774,0.0505,0.0071,0.093
17.389309,-0.1002,0.0434,0.0710,0.130
17.395624,-0.1133,0.0484,0.1296,0.179
17.400356,-0.0998,0.0392,0.1466,0.182
17.410772,-0.1032,0.0420,0.1395,0.179
17.419053,-0.0923,0.0423,0.1017,0.144
17.429453,-0.0904,0.0520,0.0556,0.118
17.444026,-0.0748,0.0592,0.0314,0.100
17.449157,-0.0807,0.0593,0.0330,0.105
17.459225,-0.0957,0.0618,0.0469,0.123
17.469383,-0.1197,0.0761,0.0302,0.145
17.479742,-0.1227,0.0786,0.0389,0.151
17.489517,-0.1442,0.0668,0.0334,0.162
17.500816,-0.1489,0.0643,0.0170,0.163
17.513087,-0.1390,0.0619,0.0170,0.153
17.524067,-0.1040,0.0595,0.0145,0.121
17.530673,-0.0622,0.0596,0.0356,0.093
17.541328,0.0073,0.0406,0.0613,0.074
17.556132,0.0186,0.0288,0.0603,0.069
17.581959,-0.0072,0.0169,0.0237,0.030
17.582801,-0.0189,0.0193,0.0141,0.031
17.583228,-0.0184,0.0145,0.0165,0.029
17.590898,-0.0394,0.0194,0.0067,0.044
17.602114,-0.0815,0.0313,-0.0001,0.087
17.613583,-0.1176,0.0504,0.0000,0.128
17.624709,-0.1105,0.0552,-0.0050,0.124
17.631378,-0.0974,0.0576,0.0093,0.114
17.641720,-0.0652,0.0601,0.0278,0.093
17.658169,-0.0641,0.0553,0.0181,0.087
17.663839,-0.0724,0.0384,-0.0123,0.083
17.670766,-0.0716,0.0503,-0.0144,0.089
17.682254,-0.0661,0.0622,-0.0020,0.091
17.690420,-0.0740,0.0552,0.0355,0.099
17.702659,-0.0679,0.0432,0.0520,0.096
17.716576,-0.0547,0.0529,0.0516,0.092
17.725149,-0.0678,0.0530,0.0439,0.097
17.731182,-0.0803,0.0435,0.0717,0.116
17.741245,-0.0976,0.0318,0.0945,0.140
17.751328,-0.1056,0.0249,0.1000,0.148
17.766790,-0.0988,0.0275,0.0914,0.137
17.773423,-0.0904,0.0350,0.0899,0.132
17.780832,-0.0751,0.0543,0.0744,0.119
17.790894,-0.0644,0.0543,0.0526,0.099
17.802743,-0.0587,0.0567,0.0265,0.086
17.813665,-0.0622,0.0639,0.0213,0.092
17.824258,-0.0585,0.0711,0.0358,0.099
17.832301,-0.0597,0.0783,0.0234,0.101
17.841118,-0.0823,0.0688,0.0210,0.109
17.856411,-0.1070,0.0641,0.0274,0.128
17.882044,-0.1315,0.0499,0.0409,0.146
17.883075,-0.1338,0.0572,0.0380,0.150
17.883652,-0.1104,0.0691,0.0167,0.131
17.893980,-0.0880,0.0738,0.0147,0.116
17.903095,-0.0722,0.0714,0.0240,0.104
17.913670,-0.0451,0.0524,0.0045,0.069
17.924390,-0.0189,0.0236,-0.0213,0.037
17.936674,0.0048,0.0091,-0.0396,0.041
17.943442,0.0070,0.0089,-0.0365,0.038
17.953167,0.0019,0.0209,-0.0004,0.021
17.967562,-0.0284,0.0353,0.0208,0.050
17.974411,-0.0677,0.0664,0.0516,0.108
17.983237,-0.0976,0.0976,0.0822,0.161
17.994090,-0.1459,0.1479,0.0844,0.224
18.002939,-0.1842,0.1671,0.0935,0.266
18.014279,-0.1868,0.1649,0.0879,0.264
18.025257,-0.2065,0.1793,0.0945,0.289
18.036368,-0.1943,0.1580,0.1098,0.273
18.043595,-0.1686,0.1391,0.0946,0.238
18.062807,-0.1260,0.1297,0.0865,0.200
18.069864,-0.1028,0.1155,0.1164,0.194
18.077256,-0.0707,0.0942,0.1508,0.191
18.084755,-0.0555,0.0563,0.1726,0.190
18.094419,-0.0310,0.0400,0.1701,0.177
18.106063,0.0209,0.0189,0.1628,0.165
18.114782,0.0252,0.0073,0.1321,0.135
18.126019,0.0364,-0.0043,0.0991,0.106
18.137263,0.0477,-0.0184,0.0713,0.088
